Daily Weather Observations for Wollongong, New South Wales for March 2020
Prepared at 13:00 UTC on Tuesday  7 April 2020   IDCJDW2146.202003
Copyright 2003 Commonwealth Bureau of Meteorology
Most observations from Bellambi, which is about 7 km north of the Wollongong city centre.
"Some cloud observations are from automated equipment; these are somewhat different to those made by a human observer and may not appear every day.  Albion Park is about 25 km southwest of Bellambi (and 18 km from Wollongong), and the pressure there will sometimes be markedly different."
Temperature, humidity, wind, cloud and rainfall observations are from Bellambi AWS {station 068228}
Pressure observations are from Albion Park (Shellharbour Airport) {station 068241}

",""Date"",""Minimum temperature (°C)"",""Maximum temperature (°C)"",""Rainfall (mm)"",""Evaporation (mm)"",""Sunshine (hours)"",""Direction of maximum wind gust "",""Speed of maximum wind gust (km/h)"",""Time of maximum wind gust"",""9am Temperature (°C)"",""9am relative humidity (%)"",""9am cloud amount (oktas)"",""9am wind direction"",""9am wind speed (km/h)"",""9am MSL pressure (hPa)"",""3pm Temperature (°C)"",""3pm relative humidity (%)"",""3pm cloud amount (oktas)"",""3pm wind direction"",""3pm wind speed (km/h)"",""3pm MSL pressure (hPa)"""
,2020-03-11,14.6,23.4,0,,,E,30,12:46,19.5,73,,SSW,9,1023.8,23.0,61,,NE,9,1023.4
,2020-03-12,17.2,23.8,0,,,WNW,52,04:41,20.9,72,8,SW,7,1025.8,23.1,63,,ENE,22,1023.8
,2020-03-13,16.7,24.3,2.8,,,NE,44,17:23,20.3,59,,NW,19,1020.6,23.1,65,,NE,30,1015.6
,2020-03-14,14.8,18.1,0.4,,,SSW,74,04:55,17.6,70,8,S,54,1018.1,12.7,87,8,SW,20,1018.8
,2020-03-15,11.8,19.8,8.8,,,S,54,23:30,16.7,64,,SW,24,1022.8,19.2,69,5,S,39,1023.2
,2020-03-16,15.5,20.6,12.6,,,SSW,50,12:06,16.2,94,8,SSW,19,1025.7,20.2,67,1,S,37,1026.2
,2020-03-17,15.4,21.7,46.8,,,SSE,31,13:46,17.0,86,8,W,9,1028.3,20.4,76,8,ESE,20,1026.5
,2020-03-18,15.5,24.6,1.2,,,NE,44,16:20,19.3,70,,NNW,7,1026.7,22.2,68,,NE,35,1021.6
,2020-03-19,18.2,26.3,0,,,NNW,30,23:24,22.2,64,, ,Calm,1021.4,25.2,64,7,NNE,11,1019.1
,2020-03-20,20.2,35.1,0,,,S,63,19:06,23.4,61,8,NW,17,1014.8,33.7,28,,NNW,13,1010.1
,2020-03-21,16.8,22.7,0,,,S,37,10:15,21.2,65,,NW,11,1020.1,21.6,61,3,SSE,19,1020.2
,2020-03-22,18.7,25.2,0,,,SSW,54,22:26,21.3,72,,NW,22,1018.4,24.1,55,,SSE,15,1016.9
,2020-03-23,16.7,21.1,0.6,,,S,57,01:29,19.2,61,8,SSW,20,1025.9,19.9,64,4,S,26,1024.8
,2020-03-24,15.6,22.3,0,,,NE,43,13:47,18.4,78,7, ,Calm,1024.6,20.6,74,5,NE,33,1021.1
,2020-03-25,18.4,22.6,0.2,,,NNE,48,08:36,21.2,74,2,WNW,2,1018.8,19.9,86,8,S,28,1018.8
,2020-03-26,15.8,20.8,8.6,,,S,59,01:49,17.6,69,8,SSW,33,1026.2,20.1,69,6,S,33,1025.7
,2020-03-27,16.8,22.4,14.0,,,ESE,44,23:16,19.4,70,8,SE,17,1027.9,21.3,55,7,ESE,9,1026.4
,2020-03-28,14.7,23.2,0,,,NE,39,17:57,19.4,77,8,SW,11,1025.8,22.6,63,7,ENE,7,1023.2
,2020-03-29,17.5,23.4,15.6,,,NE,43,13:42,19.8,87,7,NNW,7,1020.9,21.6,81,8,NE,33,1016.9
,2020-03-30,19.6,26.4,0.2,,,NW,44,04:58,21.3,69,7,WNW,22,1013.0,25.1,62,8,WNW,11,1010.8
,2020-03-31,18.0,23.5,0,,,SSE,24,10:33,21.4,79,,SW,7,1016.6,22.9,78,1,ESE,19,1015.9
,2020-04-1,20.1,23.4,0.6,,,NW,33,14:27,21.6,88,7,ENE,13,1020.2,19.6,90,8,NW,20,1018.4
,2020-04-2,19.1,24.0,14.6,,,N,39,16:11,21.5,80,5,NNE,28,1015.0,21.2,84,8,N,9,1011.0
,2020-04-3,17.5,25.2,3.6,,,N,39,22:10,21.4,78,,NE,7,1009.9,24.4,73,8,NE,17,1005.9
,2020-04-4,20.0,25.1,2.8,,,NW,83,12:27,20.6,78,8,NW,28,997.7,23.3,30,,WNW,37,999.6
,2020-04-5,14.0,23.6,0,,,NW,50,08:57,18.2,45,1,WNW,31,1012.9,23.4,30,,WNW,17,1011.4
,2020-04-6,15.2,23.6,0,,,SSE,39,12:56,19.7,51,,WSW,15,1018.0,18.5,76,8,S,31,1017.8
,2020-04-7,14.8,20.4,0,,,S,28,09:29,17.2,66,8,SW,17,1023.3,19.2,65,8,S,13,1021.1
,2020-04-8,14.8,20.1,0.2,,,S,31,10:06,17.0,82,8,S,2,1023.2,18.5,74,8,S,20,1022.6
,2020-04-9,16.1,21.3,0,,,S,33,11:49,19.9,70,,SSW,17,1027.5,19.9,76,,S,17,1024.7
,2020-04-10,16.4,23.0,0,,,W,54,16:37,19.1,79,8,N,22,1019.6,22.7,61,1,NNE,20,1011.4
,2020-04-11,15.0,25.7,4.6,,,W,76,15:45,20.7,50,,NNW,19,1004.0,22.9,28,1,W,39,1000.4
,2020-04-12,11.7,,0,,,,,,16.8,36,,SW,19,1015.8,18.7,48,,SSE,19,1014.9
